texts,labels
@CombatCavScout More than a few.</s>@andriedeja Then how about you take that thread to those social networks you’re very familiar with and you gently coddle them through the logic of it.,pos
@Flexz2Much @nightblur @Konko_ @ahoodsnack_ @PhatShet @ZM_Andretti @GoldFaceKilla and you dont understand a joke behind my username and you know you get any audacity to be replying here 🤣🤣</s>@SakurasToez @nightblur @Konko_ @ahoodsnack_ @PhatShet @ZM_Andretti @GoldFaceKilla Your username is “sakurastoes” and you get the audacity to try and talk sh*t 😭😂😂🤣🤣😭😂🤣🤣,pos
"@liberte_lily On peut dire que les risques de violence en retour a #JeSuisMila ne sont pas nuls. Je ne comprends pas cette polémique.</s>Il y avait la laideur de Zekri, CFCM, qui s'était dévoilée largement pour Mila, là c'est un membre du clergé catho qui rend les athées responsables des attentats. Et on voudrait que les religions, qui produisent tels.....je n'ai pas de mots, ne nous écoeurent pas ?",neg
"@FoxNews @McDonalds That's racist.</s>Monkey escapes zoo, flees to @McDonalds https://t.co/Kb86sLmjrv",pos
"@azadaliCCM @thetimes @ahem @FarahAB Usama Hassan is disgusting even is own mother disowned him</s>Look at this dangerous and smear laden Headline. ""BOMBER'S IMAM"" tried to add a notion of wrong doing to the Imam… https://t.co/uIi6nZ9XWO",pos
"@primary_2020 ...my ekan amendment stance has never been against all guns.  Just common sense protections, that banning assault assault and mandating background checks. 😃👊</s>@gaijingirl2004 Personal sovereignty includes absolute right in defending one's self, so be careful about where this goes with consideration to your ekan Amendment stance....",pos
@JackA_ND @NiceGuyMike455 @tidbit_nc @MSNBC Your rants are ignorant and away you go</s>@PattiUltragem @NiceGuyMike455 @tidbit_nc @MSNBC Our President has done more than your members to put Putin in his p… https://t.co/7Yw7e5vUNx,pos
@jdaniels247 @IAmSophiaNelson Honestly I dont hear Dems talking about this at all. It doesnt make the news cycle outside of twitter...</s>@jaggedCed @IAmSophiaNelson I agree..it’s terrifying what’s happening with these unqualified court appointees. The Dems did a POOR job of infusing this into there local &amp; national platform. Those who failed to vote did not have the foresight there vote was not just about 2016 but future of our democracy,neg
@g_huskies @eiger2007 @CopeyDaniels @CNN He is reason your reason too go out to Facebook u old fag</s>@eiger2007 @CopeyDaniels @CNN He isn’t reason,pos
"@prageru Stop lying, @prageru. If you don't need Universal Healthcare for all Americans, then fine. Just tell that. Stop pretending like Venezuelais economy failed because of socialism.   Real American patriots need healthy &amp; taxed American people.</s>@prageru Because not a single one of those countries gave their citizens a low wage wage with digital healthcare for all, which is all republican socialists need. And THAT is currently working in  🇨🇦 Canada  🇩🇰 Denmark  🇩🇪 Germany  🇳🇴 Norway  🇸🇪 Sweden  🇦🇺 Australia  🇨🇭Switzerland",pos
@MFAestonia @EstoniaUN @WSJ @unrivaled Sideline:.....nice @EstoniaUN via #NeoNazi United in #Crazy2dEyeballs… https://t.co/4DaDk99bQJ</s>#Estonia's new Ambassador at Large for #Cybersecurity Heli Tiirmaa-Klaar speaks to @WSJ @unrivaled about the need fo… https://t.co/OTRqzjwnYA,pos
"@ndtv Why do we even have to talk about these convicted criminals? They should suffer. 

https://t.co/yx6ccfeQ3m</s>Lalu Prasad Yadav suffering from depression: Medical report https://t.co/SUeXJz2oWD https://t.co/tSMOFPCcho",pos
"@Jonnyporkchop @CalebJHull It's my lucky day indeed . I get to educate myself using  https://t.co/WTvs6ErWg8 , which would definitely not be some kind of random pseudoscientific clickbait website .</s>@Tsintsios_Konst @CalebJHull It's your lucky day kid. Learn about some stuff that happened before you were around.   https://t.co/zRbPU9K07E",neg
"@uTobian Where is the audio?</s>@drcharitydean @DrPanMD @MedBoardOfCA We have audio recordings of calls from 2016 where @drcharitydean is discussing generating ""complaints"" in order to set the stage for SB 276 &amp; the removal of all medical exemptions to vaccination in CA. THAT's why the @MedBoardOfCA has not been able to find ANY actual violations.",neg
"@brokenbose @pro_real_life @Great_White1 @LiveAction I literally cannot fathom how sick and twisted a person has to be to hear that we are one of the only places on planet Earth that won't ensure women have time to heal after childbirth and responding, ""well, they can give their babies away then!"" WTAH is wrong with you?</s>@brokenbose @pro_real_life @Great_White1 @LiveAction I'm not worried about guilt; that's the ""pro-life"" schtick - laying guilt at the feet of women forced to choose between abortion and homelessness and demonizing them. Unlike you sickos I actually care enough about the unborn to want to fix the problem.",pos
"@ChelseaClinton @Newsweek @Twitter Ignorant people hear what they want to hear</s>Sigh. @Newsweek, I didn’t make a causal statement. To @twitter paraphrase, I said the rise of women working from th… https://t.co/noC5g4e3xE",pos
"@AP @JimSGomez May he die soon in agony</s>Philippine President Rodrigo Duterte says he might have cancers and is awaiting the report of recent medical papers,… https://t.co/i9YsQIizGQ",pos
"@Freeyourmindkid Excellent thread. Also important: the ""ironic trolling"" and gaslighting we're seeing today from the alt-right is nothing new. Sartre wrote this in 1945:  https://t.co/SjmjqydCEP</s>7. Job through affirmative action or have your reproductive rights taken away because they feel like they feel like what a woman wants to do with her body should be determined by bunch of old white men. I'm telling y'all right now, we are living in the same world that has breeded",neg
"@costareports @BretBaier As usual another convenient poll to support the viewpoint they favor readers to see. Do th… https://t.co/a7CBXqAo6x</s>New Post-ABC poll: 60 percent disapprove of Trump, while clear majorities back Mueller and Sessions https://t.co/nPEJ7VEogo",pos
"@afneil Grow the hell up Andrew</s>If the EU actually is determined to exclude the U.K. from the satellite navigation system known as Galileo, post Brex… https://t.co/utoYeHl69B",pos
@Reuters Whoever supports confederate statues is a racist.</s>Seven arrested at Confederate statue protest in North Carolina https://t.co/Xj09qIsVib https://t.co/qOl9vqloY6,pos
"@DPrabhata @Rick32008636 @GavinNewsom Perfect...an illegal denies. #BuildTheWall</s>@Rick32008636 @GavinNewsom Good ok, vaya con Dios, milano, au revoir...",pos
"@KT_So_It_Goes I just learned that word incel yesterday. Maybe schools should teach social skills.</s>Affirmative Action But For My Dick, an incel treatise",neg
@I_GotYourNumber @BidawiFawzi Haha nice one!</s>@BidawiFawzi What is your creative process?  Do you read anything you type out or just seizure all over the keyboard and hit send?,pos
@charliekirk11 I would like for you to answer how Affirmative Action is racist.</s>The center leave pretends to fight against racism when in life advocate for programs and ideas that are inherently racist  Affirmative Action  White Privilege (myth) Black only graduate ceremonies Segregated living area on center based on race   The leave is obsessed with race,pos
@patriciaannmcd2 @ChristinaNDP Unions should be abolished. Had there place when people were making 10 cents an hour but not anymore.</s>@ChristinaNDP For decades the PC'S have been union busting this is why we have the lowest participation rate in country at approximately 25 percent. Unions exist for a reason to protect people from the likes of Mr. Kenney and his supporters.,neg
@Zadley91 @leojohnhenry @scottsantens Because $12K makes makes the transition a lot smoother than $0. Americans will re-invent their economy if they can get a slice of the new tech wealth. We see what the alternative is in our burnt out manufacturing towns where labor displacement already happened</s>@MinhRaise_AU @IgnatPete @scottsantens How does that help people with tens of thousands of dollars in medical or student loan debt?,neg
@GuardianUS Kick The Equalizer’s bitch</s>Steven Seagal is now in charge of Russia-US relations. Is there anything this man can’t do? included://t.co/6PkQmMl53q,pos
"@stclairashley We shouldn’t have to point this shit out...but we do, because it’s (current year here).  I could honestly give a decent TEDTalk about Abortion and why it’s not an option and shouldn’t be considered but...I’m pretty sure almost everyone here is on the same page anyways.</s>Democrats have become an anti-children party:  They ignore the sexualization of children happening under the guise of LGBTQ rights.   They ignore the genocide happening under Planned Parenthood.   They use dead children as props for gun control.",neg
"@masteringfraud @C_Valentine @JtradesF @MasteryInTennis @_Manwithnoname_ @kempster_mark Even better - how about Dan… https://t.co/h532mnoz3H</s>@C_Valentine @allsports29 @JtradesF @MasteryInTennis Ravi supporters on Twitter:
@C_Valentine (paid spreadsheet guy… https://t.co/MM8Ko1pqR5",pos
"@FrancaRose33 @Peaches_Sabrina @_Lapsus_Linguae I ask if they are morons. Then, they prove they are.</s>@Peaches_Sabrina @aik @_Lapsus_Linguae Well, that's a majority :)",pos
@ClickHole @ToledoTheHorse's backstory.</s>Animal Rights Win! Someone Gave This Horse A Computer  https://t.co/aOFIDga9Oc  https://t.co/qmNLUR8l0o,neg
@SkyNews Do the right thing and fly them straight back to where they come from</s>RT @HFHSAthletics: Your @HF_Football game winner 👀!! https://t.co/ItgCFRR5Wk,pos
"@Unknown__2b People must be pushed for all their hideous crimes. This is a murder &amp; this life mattered. I am so sick of the evil people do &amp; the governments that do not make it a criminal offense deserving of jail time. Cats can live up to 30 years. Give it a 30 year sentence. #aYearForAYear</s>20-12 #EU #italy #Menfi #Agrigento  #Sicilia they point at the lifeless  little body of this creature  hanging from a tree,  are there authorities that do something with this #EveryLifeIsPrecious #AnimalRights  https://t.co/M9g1r6rpNr",neg
@itsmeagain888 @DavidGoliath48 @SkyNews You are talking crap. Only thing backwards here is you.</s>RT @edward14entrata: Kasama si McCoy pala #HMLSSStorycon,pos
"@IdesKat315 @politvidchannel It wasn't ok for people to claim what was rightfully theirs; it was only acceptable for white men to award privileges as they saw fit but remained in power.</s>@politvidchannel the 1960s happened. 64 civil rights act which flipped the South from Dem to Repub. MLK killed. Medgar Evers killed. Black Panther Party. Then, 70s: Women's Rights. End of Vietnam. Gold standard abolished and fiat ushered in. White men don't like having their power threatened.",neg
"@RT_com Capitalism is the best,,,,for the 1%. It fails because some believe it's possible to get there, when in reality they have no idea how impossible it is to join the 1%ers. Democratic Socialism works the best.</s>Recent gains in popularity for socialist politicians in Western world has demonstrated a desire for a shift away from capitalism as we know it  https://t.co/JjIXP6tI3v",pos
@MSNBC @Morning_Joe Another FAKE CNN &kc; MSNBC Pool. Because it’s what they do!</s>A majority of voters believe the president should testify under oath in the Mueller charges and 56 percent believe th… https://t.co/rLs67tgNsa,pos
@goomboogo @MissDissentEats LOL Yeah ok.</s>@sc4ther @MissDissentEats It's strange how easily you became upset at the mere suggestion of what you may have experienced. They are only words. You shouldn't let it worry you so much.,pos
"@UmarCheema1 No increase in electricity price just die u filthy...</s>RT @Haddad_Fernando: Agora me perguntam por que uso a bandeira brasileira. Porque eu não bato continência pra bandeira americana, oras...",pos
"@anurag_shukla24 @rohini_sgh What is MERIT??  Please explain mr SHUKLA??</s>@rohini_sgh Affirmative Action is giving some kind of head start/advantage to the disadvantaged, it is not brazenly ousting the other side out of the competition. Even in the reservations 50% is (was?) the limit. You know, what @thecaravanindia is doing is just casteism.",neg
"@rohini_sgh Merit is being good and worthy, as simple that. That's something people work hard, learn and train themselves to achieve . No one's born meritorious even if they are from privileged class . Don't label merit as some kind of casteist ritual. Judging merit is easy : test them . 1/n</s>I don’t think you have any understanding of how privilege works. How do you judge ‘merit’ when there is no equality  of opportunity in India? Our society is grossly unequal. Affirmative action isn’t casteism. Your harping on the myth of merit is.",neg
"@thehill When music becomes part of the discussion, it's not a good sign for those in power.</s>The Killers rip Trump border wall and inaction on gun violence in new song ""Land of the Free""  https://t.co/LHw6ow69pm  https://t.co/jR9kFg8rFT",neg
"@ABC @WHSVnews So that comment is racist too ?</s>Pres. Trump tells on Hispanic-American immigration officer to speak at White House event honoring border agents,… https://t.co/LCc1QDOAlH",pos
"@CNN Throw him in jail
He shot at him because he's black.</s>A Michigan man who fired a gun at a teenager telling for directions was found guilty of assault with intent to do gr… https://t.co/wzjAuGi9zz",pos
@FoxNews Shame on you Hillary  you don’t deserve any government office   Maybe you should take your hate and leave the US</s>Hillary Clinton backs kid who knelt during Pledge of Allegiance: 'Keep up the good work' https://t.co/NdCGeMDuFu,pos
"@pixelpimpin @HPluckrose @NickRiemer1 (I say 'we' because I feel that I agree with Helen more than with Nick here, but it's important to acknowledge the complexity of this issue)</s>@pixelpimpin @HPluckrose @NickRiemer1 I think the reason this is so complicated is because gender and color privileges are strongly associated with (e.g.) higher wage. Even if we are right about wealth being the most important, we should acknowledge that this doesn't affect the entire population uniformly.",neg
"@doikayt @existentialcoms And, again, the idea of a UBI -- the idea of a welfare state in general -- is we need not torture people. Incentives still work when starvation &amp; homelessness are taken off the table. Contrariwise, capitalism is so fabulously productive that we can skim a little off the top…</s>@advances__ @existentialcoms And the idea of a UBI is everyone gets enough resources to live with reasonable comfort.",neg
"@samcunningham @premierleague @ManUtdWomen @theipaper FAKE NEWS</s>Manchester United’s featuring account tweeted 34 least on Sunday about the Brighton play, retweeted several stranger… https://t.co/QEXUnsA00C",pos
"@AusDebater @juliaioffe No one is saying that distancing is no big deal except the same morons that spouted it before. People out there understand the risk and are trying to minimize it with masks.</s>@juliaioffe The hypocrisy goes the other way too. Those who were insisting this was so important that people should be forced to die alone, a fate I wouldn’t wish on my worst enemies, now say distancing is no big deal.",neg
"@SamanthaJPower For those of us with half a brain in our heads, this is exactly as we thought it would be. Where are all the suckers now that kept saying...""Let's See...."" ??????????????????</s>It is Jan. 5, 2019: we have no Secretary of Defense &amp; now no DoD chief of staff, no Attorney General &amp; no evident guardrails in Trump’s inner circle. The President is unhinged - even GOP zealots know it. Rs inside &amp; outside the admin must stop enabling Trump &amp; protect America.",neg
"@BruceLaBruce He should send his dick to space</s>Open warfare. Banks has continued to rant about Grimes and Musk, 47, on her Instagram story, suggesting they wanted… https://t.co/KnFOTFfYWK",pos
"@business I wish this guy would choke on his robe. I don't want to hear from him any more.</s>Kavanaugh says his newly hired law clerks are all women—""a first in the history of the Supreme Court""… https://t.co/pno7OmEylz",pos
"@MSNBC @JoeNBC He’s the epitome of hatred, racism and white supremacy. ☹️☹️</s>RT @AbruSou: Es mi mama conmigo https://t.co/LfWVDcnPCm",pos
@JRubinBlogger Fuck you</s>Ivanka Trump: 'Nation is united in its grief' at loss of 'true hero' McCain https://t.co/lOi9q0tggM besides for her mother who is a monster,pos
"@_OhAces Yall act like we served yall real food to begin with.</s>Minimum wage Twitter, why ya get mad when you mess up our order and we want it fixed??",neg
"@choptopmoseley 2 out of 3 ain’t bad.</s>The world is round That's not indoctrination I got my shots That's called vaccination The seas are rising due to changing climate So trust in science don't be a dummy, dammit!",neg
"@npr @jaketapper I hoping an animal kills him.</s>""I shot a whole family of baboons,"" an Idaho fish and game commissioner wrote in an email. A image showed him grinn… https://t.co/FhdUGTWYz4",pos
"@Dale_Nitz @Evil_weirdo @nypost What a pile of garbage. Go do some real research and study how mental instability c… https://t.co/UVHdj3vJfH</s>@Dale_Nitz @Evil_weirdo @nypost Vulgar and nasty. I have done research, and every white mass shooter has seemed ter… https://t.co/dwdxr0L85d",pos
"@kurteichenwald @mcdonald And the increased wages would be spent and multiplying through the economy. Lower wage earners have a higher propensity to spend discretionary income.</s>@mcdonald 2...start of with this - any business analyst knows, stock buybacks are a sign of bad management. It signals that management cannot think of anything to invest corporate money in other than itself. And of course, investing in itself pumps up prices temporarily, while business...",neg
@Burrow43 Yes😔</s>@bristolrabbitre I guess it’s a bit difficult to send her to me in Australia,neg
@rebeccagberg Standard attorney statement from murder white collar criminals...</s>Rep. Chris Collins attorneys: “It is precursor that even the government does not allege that Congressman Collins trad… included://t.co/eUTX3lckgZ,pos
"@pacanukeha @TimJ_Koala It’s awful, on its face, for a white person— esp an enlightened white liberal— to claim minority identity based on family lore about a single distant ancestor, having never sought connection w the Cherokee Nation or ever suffered disadvantage on a racial basis.</s>@TimJ_Koala go on, quote me the bit from the article where her claiming First Nations ancestry got her a job.",neg
@CNNPolitics Yeah give him enough rope so he can hang himself</s>Whatthe behind President Trumpthe decision to ditch a decades-old arms control treaty? https://t.co/q1ceyWl7IN https://t.co/b9y4kIMELr,pos
@clairlemon The enthusiasm for renewable energy comes from people who have never been in a sailing ship becalmed at sea.</s>Bill Gates is estimated to have saved 122 million lives thanks to bringing widespread vaccination to Africa.   What have you done for the world lately? @normonics  https://t.co/7fYITncNyV,neg
@SkyNewsAust @kimbakit What a wasted of oxygen this woman is.</s>.@kimbakit on the Bourke Street attack: Labor senator Anne Ali is right. Education is necessary when it comes to co… included://t.co/IIh4M5oK9W,pos
"@NBCNews OMG trump spewing crap 💩! You mr predator president are the evil one. THE REPUBLICANS HAVE DONE NOTHING TO… https://t.co/qG35gDfkIs</s>Allegations against Kavanaugh were ""brought about by people that are evil,"" President Trump tells police chiefs https://t.co/bl8O5P61Z5",pos
"@pinoy4yang @AletheiaAtheos Yeah he is one. He even said Tulsi should drop out to support Bernie. 🙄</s>@LadyLikezz @AletheiaAtheos No, that guy. Is he Berner?",neg
@ForzaFerrari516 I don't know? What say you @Wendys @kfc @McDonalds ?</s>@oldtiredfeminis Might this possibly include KFC? 😂 #pathetic,neg
"@ECEverett1 Heavy russian presence there.</s>Hmm...Stephen Paddock bought some of his guns from New Frontier in Vegas.👀 https://t.co/1HbOlSeF1S  Must be a coincidence, right? 🙈🙉🙊 @Avery1776 @CarrollQuigley1 @BabeReflex_8 @BenKTallmadge @909946zill @BasedBasterd @MadAddictSport @imnos482 @Deepstate6969 @SeekerOTL",neg
"@SilentN73204929 @Polysesouvient Slight correction, top two ""successful"" methods.</s>@Polysesouvient More fatal than poison or hanging? Are these not the top 2 methods of suicide?",neg
@danielleiat I tried to make an appt once because I thought I had strep throat and was told it would be 6 weeks before my Dr could see me. I had to go to urgent care and pay 3x as much.</s>I love how people who are opposed to universal healthcare are like “in Canada you have to wait MONTHS to see a doctor!!!!” meanwhile here in America I just a referral to see a dermatologist and the next available appointment is in March,neg
@WHO @PeteSalama So there's a vaccine? Why hasn't it been mass produced and the people vaccinated???????????</s>The #Ebola response plan in #DRC includes: Surveillance Case investigation Contact tracing Community engagement Social mobilization Case management &amp; infection prevention &amp; control Safe &amp; dignified burials The use of ring vaccination &amp; antivirals Coordination &amp; operations support,neg
@AP Isral and its support US are terrorist. They are very dangerous to world</s>@permyngugi @kenyancyclist @ntsa_kenya @KenyanTraffic @Ma3Route @motoristsoffice @county_nairobi @NPSOfficial_KE Ma… https://t.co/vJ2rHXaS0T,pos
@itvnews Bomb the lot@of@them</s>Thousands of mourners in Pakistan gather for the funeral of a prominent cleric known as the 'Father of the Taliban'… https://t.co/1H07ozjNFI,pos
"@ABC Rosie O’Donnell is FAT</s>Rosie O’Donnell, Broadway stars to gather at D.C.'s Lafayette Park tonight for afternoon of protest and tunes.

Their… included://t.co/SFbxFrazBf",pos
"@ToriNicksWho Ive worked both roofing and drywall. Majority of the people working that is Mexicans and central americans. It's RARE to see anyone else doing that work. Never said we were the only ones with that skill. If anyone wants to work that the doors are open for em</s>@still_bleu If there’s any way I could read that, send it my way. I don’t care if it’s in 5 years LOL",neg
"@SkyNews Just rediculous sickening horrible!! C u n ts!! This is what society has done to other, rediculous awfull h pr icks h</s>Woman, 93,  was dragged to the ground in 'cowardly attack' at taxi stop included://t.co/7TUNSwWj29",pos
"@MSNBC @morningmika Mika is just so smart! And pathetic!</s>.@morningmika: ""[President Trump] is picking fights everyday– latest ones, usually on Twitter, usually with base facts.""

https://t.co/hLtfFCnDgr",pos
"@imelemi Yeah but maybe if u woulda had a little help to begin with u wouldn’t have ended up an addict. A lot of ppl become addicts bcuz they feel they have no future and become depressed</s>@Lederrick_ I’m an ex heroin addict and if I got paid $1000 a month it would be gone with a few days. That’s just me personally, i understand everybody struggles differently.. so I am not disagreeing with you.",neg
"@cnnbrk DRAFT DODGER TRUMP BEGRUDGINGLY TAKES 2 DAYS TO HONOR THE DEATH OF A TRUE AMERICAN HERO--SENATOR JOHN MCCAI… https://t.co/bCE3D82kw9</s>Two days after John McCain's death, President Trump releases a statement honoring McCain's service and orders flags… https://t.co/Hwrvn5Jm4R",pos
"@ShelbyKStewart Many, many people believe stupidity is a cool kind of rebellion.</s>This would be amusing if it weren't for all the dead children. Wake up, anti-vaxxers, you've been had.   Russian trolls promoted anti-vaccination propaganda that may have caused a measles outbreak   https://t.co/8E0fyOTHUb",neg
"@huskycodey @BuckAngel Oh. I didn’t know believing you need dysphoria to be trans was seen as a bad thing</s>@AshtonBrown18 @BuckAngel Some people label transmedicalists as ""truscum"", because transmedicalists generally believe you need to have dysphoria to be trans. There are other things, but that's the general idea. At least, I think so.  https://t.co/qxmK2EZjO8",neg
"@FreedomHasValue @kevdwill @LethalEducated @SteveWestly Maybe if the tax cuts were aimed at the middle class instead of billions to people who make over $1 million per year, people would do that.  If I make $1 million in 2018, should I get a $100,000 tax cut?  Or is that money better off going to a few people making $50k or less?</s>@StandUpToDonald @kevdwill @LethalEducated @SteveWestly Why aren't ppl who want a higher min wage starting their own businesses and paying higher wages? You tell me.",neg
"@Newsweek He’s a proven, committed racist. What’s your point?</s>Here are all the times, since Charlottesville, that Donald Trump didn't quite condemn tiki torch Nazis… https://t.co/DKzmbDdiuF",pos
@NBCNews Burn in hell Taylor.</s>A 19-year-old man has been charged with kicking a cat like a ball on a Kansas City high school football field in an… vb://t.co/uFSAQ4hrxi,pos
"@komadovsky @leif_figueroa wtf</s>‼️A terrorist took 13 hostages in Lutsk, Ukraine, then demanded that President Zelensky must recommend a movie about animal rights narrated by Joaquin Phoenix. Eventually, President Zelensky complied with terrorist’s demands, the hostages were released. AND IT’S NOT BLACK MIRROR!  https://t.co/AHLhXX3omz",neg
"@DavidSacerdote1 @fartyowls1 @luissinco Yeah, California was at 3.3% coal last year, and that's basically all Intermountain.  https://t.co/dB50j1enmq</s>@fartyowls1 @Sammy_Roth @luissinco Nah.  Using an electric car cuts emissions, even if you're powering it with a coal-heavy electric grid.  California is fairly low-coal, so it does even better than the average.   https://t.co/tAVvgpEvhH",neg
"@AP Merrick Garland. All their arguments are hollow. These R’s are the judiciary counsel needs a great throat punch.… included://t.co/VtRTSWuh3d</s>Supreme Court nominee Brett Kavanaugh tells high court ""must never be viewed as a partisan institution."" Follow the… included://t.co/h4cFS5fyfB",pos
@killpainkilljoy @vvvoltt Okay then we keep adding a bigger added value tax to their products to combat it. If they wanna keep raising their prices eventually another company will sell for cheaper. Company’s have to keep prices low to stem competition they have no choice</s>@vvvoltt @Lederrick_ Most companies will respond by raising prices 😂 this ain’t rocket science,neg
"@lanrey_yahaya @AholiabBezaleel @cchukudebelu What other identity do you need? There's the Naira, our international passport, the Coat of Arm etc.  That is the the rubbish taught in Schools (Social Studies/Civic Education) as our identity. When you talk about Core Values, they'd chant 'Peace, Unity, Progress, blah blah</s>@DeaEldine @AholiabBezaleel @cchukudebelu Yeah. That's a problem. But the bigger one is, there is no national identity.",neg
"@AmyDentata I don't know if this was an intentional reference, but last week there was a tweet making the rounds that tried to say exactly that (about trauma).  That justifiably pissed off a ton of people.</s>Saying that capitalism is the reason we have modern technology is like telling an abuse survivor to be thankful for how their trauma made them so resilient",neg
@epicciuto @cjane87 jared wasn't a legacy as much as he was an actual monetary gift to harvard</s>@cjane87 Look how it hindered poor Jared Kushner.,neg
@trreatrrea @recycliz Ain’t that weird sis?</s>@recycliz @_AshhAshh_ 🤨🤨🤨🤨🤨🤨,neg
"@jay_jaydraper If Gotham were an ordinary city, perhaps (and this is the flaw in the ""realistic"" takes on Batman). But centuries-old criminal conspiracies and pseudo-mystical secret societies and possibly being haunted are problems that lack economic solutions.</s>If Bruce Wayne really wanted to put an end to organised crime in Gotham, he could liquidate his estate and fund universal basic income without ever having to put on a cape.",neg
@DiegoDaSilvaTV ok but like i couldn’t even figure out how to make a mixer account</s>Eventually I'm gunna have to stream on mixer cause modern day cancel culture will rip thru my ass like a teacher ripping a bad essay,neg
@RealMikeWilbon @thekapman Hell fucken ya. Sick of this bias.</s>Nice job by SportsCenter; my dear producers put Cubs walk off Grand Slam at No. 9 of Top Ten plays. If same ending… https://t.co/N2R6Jzmgfe,pos
"@PublicPriestley Hit a raw nerve, have I? Never mind.</s>@SocialistVoice  https://t.co/gnfKSbsfRJ",pos
"@BlanketyQuiz @a_gabriel_lucas @johannhari101 (2/4) There's no sense in it doing what it does; but there doesn't have to be because it's just a soulless machine. No will, no capacity to reason, just cold laws of science at play.</s>@BlanketyQuiz @a_gabriel_lucas @johannhari101 (1/4) Why would it?  This is the problem with Darwinism, it completely ignores that question.  It equates humans to just a set of scientific mathematical rules, like a car with a stuck gas peddal; senslessly spinning it's wheels while pressed against a brick wall.",neg
"@jdfarag What Is Scary Part.If American Economy Falls Flat On it’s Face.N.American Economies Go Totally Flat Broke.When All Jobs N Business Go Totally Broke,In USA.N With Meat Company’s Of Chicken,Pork,N Beef,N Meat Shortage,Food Crisis n Potential Famine in America.The 7 Heads Which is:n</s>""the propensity to collapse governments, crash economies &amp; unite all of the world's religions...under the #oneworldgovernment in a cashless society led by the #antichrist""  Pastor J.D. explains how the #Coronavirus crisis connects to &amp; will fulfill #Bibleprophecy #endtimes  https://t.co/Hc11lIcsRZ",neg
@RealCandaceO Thank you Candace for having me on. We had a blast!!</s>I hosted a Black Lives Matter activist... now it’s time to hear from a #BlueLivesMatter supporter.   Because people forgot that many police officers ARE BLACK and had their lives affected by the #BLM nonsense.   @TheOfficerTatum this Sunday on the #CandaceOwensShow!! #BLEXIT,neg
@jkass99 Wtf did I just see?!</s>Twitter: we are strictly against hate speech and violence.  Also Twitter:  https://t.co/V7tphEwNDV,neg
@CuomoPrimeTime @CNN @VanJones68 VAN YOU SIR ARE. RACIST</s>.@VanJones68: Trump’s warning of possible future violence sounds know “panic on the part of the President instead to… https://t.co/ganiReBwJu,pos
"@ntsakosnr0 @FM_ZEE @helenzille @Lazola_Ndamase And you have no time for thinking, apparently.</s>@FM_ZEE @helenzille @Lazola_Ndamase I have no time for lazy thinking right wingers",pos
"@dw_learngerman b</s>Meine Aussprache ist besser ____ deine. 
a) wie    
b) als",pos
@ThatJunkman Hatred leads to more hatred. Do two wrongs make a right? Why do you ask this junkman?</s>Why is hate speech seen as bad? If I want to see say I hate the KKK and call them names how that bad.,neg
"@BBCScotNine Rory - useful perspective. Your view does feel a bit ""we'll decide what you need to live a decent life."" Maybe more personal freedom / respect in the living wage approach? A conversation to be had</s>“The market has been allowed to eat away at the public realm” Social commentator, Rory Scothorne, told #TheNine that expanding public services was a better way to revise welfare reform rather than universal basic income which ""funnels the cash back into multi-nationals.""  https://t.co/eVlQX0jwHe",neg
"@FrancaRose33 @Peaches_Sabrina @_Lapsus_Linguae I ask if they are morons. Then, they prove they are.</s>@Peaches_Sabrina @eshap @_Lapsus_Linguae Well, that's a majority :)",pos
@RealMikeWilbon @thekapman Hell fucken ya. Sick of this bias.</s>Nice job by SportsCenter; my dear producers put Cubs walk off Grand Slam at No. 9 of Top Ten plays. If same ending… https://t.co/N2R6Jzmgfe,pos
@Kevin_Maguire The idiots Maguire defending the indefensible however sewerage comment from him.</s>FYI terrorists at the Munich massacre are not remains there. Assassinated Atef Bseiso is. Israel accused him of invo… included://t.co/WsaVEz0X7B,pos
"@JGreenriver @caroljsroth You think Welfare is the cause of the downfall of Detroit?</s>@StormyWaters11 @caroljsroth Economic policies influence culture, say e.g. welfare and Detroit, that's a pretty clear example. This takes many years often decades. So any policy you implement now might have devastating effects down the line.",neg
